seq_id	label
NC_000964.3|slice_0_2000	0
NC_000964.3|slice_1000_3000	0
NC_000964.3|slice_2000_4000	0
NC_000964.3|slice_3000_5000	0
NC_000964.3|slice_4000_6000	0
NC_000964.3|slice_5000_7000	0
NC_000964.3|slice_6000_8000	0
NC_000964.3|slice_7000_9000	0
NC_000964.3|slice_8000_10000	0
NC_000964.3|slice_9000_11000	0
NC_000964.3|slice_10000_12000	0
NC_000964.3|slice_11000_13000	0
NC_000964.3|slice_12000_14000	0
NC_000964.3|slice_13000_15000	0
NC_000964.3|slice_14000_16000	0
NC_000964.3|slice_15000_17000	0
NC_000964.3|slice_16000_18000	0
NC_000964.3|slice_17000_19000	0
NC_000964.3|slice_18000_20000	0
NC_000964.3|slice_19000_21000	0
NC_000964.3|slice_20000_22000	0
NC_000964.3|slice_21000_23000	0
NC_000964.3|slice_22000_24000	0
NC_000964.3|slice_23000_25000	0
NC_000964.3|slice_24000_26000	0
NC_000964.3|slice_25000_27000	0
NC_000964.3|slice_26000_28000	0
NC_000964.3|slice_27000_29000	0
NC_000964.3|slice_28000_30000	0
NC_000964.3|slice_29000_31000	0
NC_000964.3|slice_30000_32000	0
NC_000964.3|slice_31000_33000	0
NC_000964.3|slice_32000_34000	0
NC_000964.3|slice_33000_35000	0
NC_000964.3|slice_34000_36000	0
NC_000964.3|slice_35000_37000	0
NC_000964.3|slice_36000_38000	0
NC_000964.3|slice_37000_39000	0
NC_000964.3|slice_38000_40000	0
NC_000964.3|slice_39000_41000	0
NC_000964.3|slice_40000_42000	0
NC_000964.3|slice_41000_43000	0
NC_000964.3|slice_42000_44000	0
NC_000964.3|slice_43000_45000	0
NC_000964.3|slice_44000_46000	0
NC_000964.3|slice_45000_47000	0
NC_000964.3|slice_46000_48000	0
NC_000964.3|slice_47000_49000	0
NC_000964.3|slice_48000_50000	0
NC_000964.3|slice_49000_51000	0
NC_000964.3|slice_50000_52000	0
NC_000964.3|slice_51000_53000	0
NC_000964.3|slice_52000_54000	0
NC_000964.3|slice_53000_55000	0
NC_000964.3|slice_54000_56000	0
NC_000964.3|slice_55000_57000	0
NC_000964.3|slice_56000_58000	0
NC_000964.3|slice_57000_59000	0
NC_000964.3|slice_58000_60000	0
NC_000964.3|slice_59000_61000	0
NC_000964.3|slice_60000_62000	0
NC_000964.3|slice_61000_63000	0
NC_000964.3|slice_62000_64000	0
NC_000964.3|slice_63000_65000	0
NC_000964.3|slice_64000_66000	0
NC_000964.3|slice_65000_67000	0
NC_000964.3|slice_66000_68000	0
NC_000964.3|slice_67000_69000	0
NC_000964.3|slice_68000_70000	0
NC_000964.3|slice_69000_71000	0
NC_000964.3|slice_70000_72000	0
NC_000964.3|slice_71000_73000	0
NC_000964.3|slice_72000_74000	0
NC_000964.3|slice_73000_75000	0
NC_000964.3|slice_74000_76000	0
NC_000964.3|slice_75000_77000	0
NC_000964.3|slice_76000_78000	0
NC_000964.3|slice_77000_79000	0
NC_000964.3|slice_78000_80000	0
NC_000964.3|slice_79000_81000	0
NC_000964.3|slice_80000_82000	0
NC_000964.3|slice_81000_83000	0
NC_000964.3|slice_82000_84000	0
NC_000964.3|slice_83000_85000	0
NC_000964.3|slice_84000_86000	0
NC_000964.3|slice_85000_87000	0
NC_000964.3|slice_86000_88000	0
NC_000964.3|slice_87000_89000	0
NC_000964.3|slice_88000_90000	0
NC_000964.3|slice_89000_91000	0
NC_000964.3|slice_90000_92000	0
NC_000964.3|slice_91000_93000	0
NC_000964.3|slice_92000_94000	0
NC_000964.3|slice_93000_95000	0
NC_000964.3|slice_94000_96000	0
NC_000964.3|slice_95000_97000	0
NC_000964.3|slice_96000_98000	0
NC_000964.3|slice_97000_99000	0
NC_000964.3|slice_98000_100000	0
NC_000964.3|slice_99000_101000	0
NC_000964.3|slice_100000_102000	0
NC_000964.3|slice_101000_103000	0
NC_000964.3|slice_102000_104000	0
NC_000964.3|slice_103000_105000	0
NC_000964.3|slice_104000_106000	0
NC_000964.3|slice_105000_107000	0
NC_000964.3|slice_106000_108000	0
NC_000964.3|slice_107000_109000	0
NC_000964.3|slice_108000_110000	0
NC_000964.3|slice_109000_111000	0
NC_000964.3|slice_110000_112000	0
NC_000964.3|slice_111000_113000	0
NC_000964.3|slice_112000_114000	0
NC_000964.3|slice_113000_115000	0
NC_000964.3|slice_114000_116000	0
NC_000964.3|slice_115000_117000	0
NC_000964.3|slice_116000_118000	0
NC_000964.3|slice_117000_119000	0
NC_000964.3|slice_118000_120000	0
NC_000964.3|slice_119000_121000	0
NC_000964.3|slice_120000_122000	0
NC_000964.3|slice_121000_123000	0
NC_000964.3|slice_122000_124000	0
NC_000964.3|slice_123000_125000	0
NC_000964.3|slice_124000_126000	0
NC_000964.3|slice_125000_127000	0
NC_000964.3|slice_126000_128000	0
NC_000964.3|slice_127000_129000	0
NC_000964.3|slice_128000_130000	0
NC_000964.3|slice_129000_131000	0
NC_000964.3|slice_130000_132000	0
NC_000964.3|slice_131000_133000	0
NC_000964.3|slice_132000_134000	0
NC_000964.3|slice_133000_135000	0
NC_000964.3|slice_134000_136000	0
NC_000964.3|slice_135000_137000	0
NC_000964.3|slice_136000_138000	0
NC_000964.3|slice_137000_139000	0
NC_000964.3|slice_138000_140000	0
NC_000964.3|slice_139000_141000	0
NC_000964.3|slice_140000_142000	0
NC_000964.3|slice_141000_143000	0
NC_000964.3|slice_142000_144000	0
NC_000964.3|slice_143000_145000	0
NC_000964.3|slice_144000_146000	0
NC_000964.3|slice_145000_147000	0
NC_000964.3|slice_146000_148000	0
NC_000964.3|slice_147000_149000	0
NC_000964.3|slice_148000_150000	0
NC_000964.3|slice_149000_151000	0
NC_000964.3|slice_150000_152000	0
NC_000964.3|slice_151000_153000	0
NC_000964.3|slice_152000_154000	0
NC_000964.3|slice_153000_155000	0
NC_000964.3|slice_154000_156000	0
NC_000964.3|slice_155000_157000	0
NC_000964.3|slice_156000_158000	0
NC_000964.3|slice_157000_159000	0
NC_000964.3|slice_158000_160000	0
NC_000964.3|slice_159000_161000	0
NC_000964.3|slice_160000_162000	0
NC_000964.3|slice_161000_163000	0
NC_000964.3|slice_162000_164000	0
NC_000964.3|slice_163000_165000	0
NC_000964.3|slice_164000_166000	0
NC_000964.3|slice_165000_167000	0
NC_000964.3|slice_166000_168000	0
NC_000964.3|slice_167000_169000	0
NC_000964.3|slice_168000_170000	0
NC_000964.3|slice_169000_171000	0
NC_000964.3|slice_170000_172000	0
NC_000964.3|slice_171000_173000	0
NC_000964.3|slice_172000_174000	0
NC_000964.3|slice_173000_175000	0
NC_000964.3|slice_174000_176000	0
NC_000964.3|slice_175000_177000	0
NC_000964.3|slice_176000_178000	0
NC_000964.3|slice_177000_179000	0
NC_000964.3|slice_178000_180000	0
NC_000964.3|slice_179000_181000	0
NC_000964.3|slice_180000_182000	0
NC_000964.3|slice_181000_183000	0
NC_000964.3|slice_182000_184000	0
NC_000964.3|slice_183000_185000	0
NC_000964.3|slice_184000_186000	0
NC_000964.3|slice_185000_187000	0
NC_000964.3|slice_186000_188000	0
NC_000964.3|slice_187000_189000	0
NC_000964.3|slice_188000_190000	0
NC_000964.3|slice_189000_191000	0
NC_000964.3|slice_190000_192000	0
NC_000964.3|slice_191000_193000	0
NC_000964.3|slice_192000_194000	0
NC_000964.3|slice_193000_195000	0
NC_000964.3|slice_194000_196000	0
NC_000964.3|slice_195000_197000	0
NC_000964.3|slice_196000_198000	0
NC_000964.3|slice_197000_199000	0
NC_000964.3|slice_198000_200000	0
NC_000964.3|slice_199000_201000	0
NC_000964.3|slice_200000_202000	0
NC_000964.3|slice_201000_203000	0
NC_000964.3|slice_202000_204000	0
NC_000964.3|slice_203000_205000	0
NC_000964.3|slice_204000_206000	0
NC_000964.3|slice_205000_207000	0
NC_000964.3|slice_206000_208000	0
NC_000964.3|slice_207000_209000	0
NC_000964.3|slice_208000_210000	0
NC_000964.3|slice_209000_211000	0
NC_000964.3|slice_210000_212000	0
NC_000964.3|slice_211000_213000	0
NC_000964.3|slice_212000_214000	0
NC_000964.3|slice_213000_215000	0
NC_000964.3|slice_214000_216000	0
NC_000964.3|slice_215000_217000	0
NC_000964.3|slice_216000_218000	0
NC_000964.3|slice_217000_219000	0
NC_000964.3|slice_218000_220000	0
NC_000964.3|slice_219000_221000	0
NC_000964.3|slice_220000_222000	0
NC_000964.3|slice_221000_223000	0
NC_000964.3|slice_222000_224000	0
NC_000964.3|slice_223000_225000	0
NC_000964.3|slice_224000_226000	0
NC_000964.3|slice_225000_227000	0
NC_000964.3|slice_226000_228000	0
NC_000964.3|slice_227000_229000	0
NC_000964.3|slice_228000_230000	0
NC_000964.3|slice_229000_231000	0
NC_000964.3|slice_230000_232000	0
NC_000964.3|slice_231000_233000	0
NC_000964.3|slice_232000_234000	0
NC_000964.3|slice_233000_235000	0
NC_000964.3|slice_234000_236000	0
NC_000964.3|slice_235000_237000	0
NC_000964.3|slice_236000_238000	0
NC_000964.3|slice_237000_239000	0
NC_000964.3|slice_238000_240000	0
NC_000964.3|slice_239000_241000	0
NC_000964.3|slice_240000_242000	0
NC_000964.3|slice_241000_243000	0
NC_000964.3|slice_242000_244000	0
NC_000964.3|slice_243000_245000	0
NC_000964.3|slice_244000_246000	0
NC_000964.3|slice_245000_247000	0
NC_000964.3|slice_246000_248000	0
NC_000964.3|slice_247000_249000	0
NC_000964.3|slice_248000_250000	0
NC_000964.3|slice_249000_251000	0
NC_000964.3|slice_250000_252000	0
NC_000964.3|slice_251000_253000	0
NC_000964.3|slice_252000_254000	0
NC_000964.3|slice_253000_255000	0
NC_000964.3|slice_254000_256000	0
NC_000964.3|slice_255000_257000	0
NC_000964.3|slice_256000_258000	0
NC_000964.3|slice_257000_259000	0
NC_000964.3|slice_258000_260000	0
NC_000964.3|slice_259000_261000	0
NC_000964.3|slice_260000_262000	0
NC_000964.3|slice_261000_263000	0
NC_000964.3|slice_262000_264000	0
NC_000964.3|slice_263000_265000	0
NC_000964.3|slice_264000_266000	0
NC_000964.3|slice_265000_267000	0
NC_000964.3|slice_266000_268000	0
NC_000964.3|slice_267000_269000	0
NC_000964.3|slice_268000_270000	0
NC_000964.3|slice_269000_271000	0
NC_000964.3|slice_270000_272000	0
NC_000964.3|slice_271000_273000	0
NC_000964.3|slice_272000_274000	0
NC_000964.3|slice_273000_275000	0
NC_000964.3|slice_274000_276000	0
NC_000964.3|slice_275000_277000	0
NC_000964.3|slice_276000_278000	0
NC_000964.3|slice_277000_279000	0
NC_000964.3|slice_278000_280000	0
NC_000964.3|slice_279000_281000	0
NC_000964.3|slice_280000_282000	0
NC_000964.3|slice_281000_283000	0
NC_000964.3|slice_282000_284000	0
NC_000964.3|slice_283000_285000	0
NC_000964.3|slice_284000_286000	0
NC_000964.3|slice_285000_287000	0
NC_000964.3|slice_286000_288000	0
NC_000964.3|slice_287000_289000	0
NC_000964.3|slice_288000_290000	0
NC_000964.3|slice_289000_291000	0
NC_000964.3|slice_290000_292000	0
NC_000964.3|slice_291000_293000	0
NC_000964.3|slice_292000_294000	0
NC_000964.3|slice_293000_295000	0
NC_000964.3|slice_294000_296000	0
NC_000964.3|slice_295000_297000	0
NC_000964.3|slice_296000_298000	0
NC_000964.3|slice_297000_299000	0
NC_000964.3|slice_298000_300000	0
NC_000964.3|slice_299000_301000	0
NC_000964.3|slice_300000_302000	0
NC_000964.3|slice_301000_303000	0
NC_000964.3|slice_302000_304000	0
NC_000964.3|slice_303000_305000	0
NC_000964.3|slice_304000_306000	0
NC_000964.3|slice_305000_307000	0
NC_000964.3|slice_306000_308000	0
NC_000964.3|slice_307000_309000	0
NC_000964.3|slice_308000_310000	0
NC_000964.3|slice_309000_311000	0
NC_000964.3|slice_310000_312000	0
NC_000964.3|slice_311000_313000	0
NC_000964.3|slice_312000_314000	0
NC_000964.3|slice_313000_315000	0
NC_000964.3|slice_314000_316000	0
NC_000964.3|slice_315000_317000	0
NC_000964.3|slice_316000_318000	0
NC_000964.3|slice_317000_319000	0
NC_000964.3|slice_318000_320000	0
NC_000964.3|slice_319000_321000	0
NC_000964.3|slice_320000_322000	0
NC_000964.3|slice_321000_323000	0
NC_000964.3|slice_322000_324000	0
NC_000964.3|slice_323000_325000	0
NC_000964.3|slice_324000_326000	0
NC_000964.3|slice_325000_327000	0
NC_000964.3|slice_326000_328000	0
NC_000964.3|slice_327000_329000	0
NC_000964.3|slice_328000_330000	0
NC_000964.3|slice_329000_331000	0
NC_000964.3|slice_330000_332000	0
NC_000964.3|slice_331000_333000	0
NC_000964.3|slice_332000_334000	0
NC_000964.3|slice_333000_335000	0
NC_000964.3|slice_334000_336000	0
NC_000964.3|slice_335000_337000	0
NC_000964.3|slice_336000_338000	0
NC_000964.3|slice_337000_339000	0
NC_000964.3|slice_338000_340000	0
NC_000964.3|slice_339000_341000	0
NC_000964.3|slice_340000_342000	0
NC_000964.3|slice_341000_343000	0
NC_000964.3|slice_342000_344000	0
NC_000964.3|slice_343000_345000	0
NC_000964.3|slice_344000_346000	0
NC_000964.3|slice_345000_347000	0
NC_000964.3|slice_346000_348000	0
NC_000964.3|slice_347000_349000	0
NC_000964.3|slice_348000_350000	0
NC_000964.3|slice_349000_351000	0
NC_000964.3|slice_350000_352000	0
NC_000964.3|slice_351000_353000	0
NC_000964.3|slice_352000_354000	0
NC_000964.3|slice_353000_355000	0
NC_000964.3|slice_354000_356000	0
NC_000964.3|slice_355000_357000	0
NC_000964.3|slice_356000_358000	0
NC_000964.3|slice_357000_359000	0
NC_000964.3|slice_358000_360000	0
NC_000964.3|slice_359000_361000	0
NC_000964.3|slice_360000_362000	0
NC_000964.3|slice_361000_363000	0
NC_000964.3|slice_362000_364000	0
NC_000964.3|slice_363000_365000	0
NC_000964.3|slice_364000_366000	0
NC_000964.3|slice_365000_367000	0
NC_000964.3|slice_366000_368000	0
NC_000964.3|slice_367000_369000	0
NC_000964.3|slice_368000_370000	0
NC_000964.3|slice_369000_371000	0
NC_000964.3|slice_370000_372000	0
NC_000964.3|slice_371000_373000	0
NC_000964.3|slice_372000_374000	0
NC_000964.3|slice_373000_375000	0
NC_000964.3|slice_374000_376000	0
NC_000964.3|slice_375000_377000	0
NC_000964.3|slice_376000_378000	0
NC_000964.3|slice_377000_379000	0
NC_000964.3|slice_378000_380000	0
NC_000964.3|slice_379000_381000	0
NC_000964.3|slice_380000_382000	0
NC_000964.3|slice_381000_383000	0
NC_000964.3|slice_382000_384000	0
NC_000964.3|slice_383000_385000	0
NC_000964.3|slice_384000_386000	0
NC_000964.3|slice_385000_387000	0
NC_000964.3|slice_386000_388000	0
NC_000964.3|slice_387000_389000	0
NC_000964.3|slice_388000_390000	0
NC_000964.3|slice_389000_391000	0
NC_000964.3|slice_390000_392000	0
NC_000964.3|slice_391000_393000	0
NC_000964.3|slice_392000_394000	0
NC_000964.3|slice_393000_395000	0
NC_000964.3|slice_394000_396000	0
NC_000964.3|slice_395000_397000	0
NC_000964.3|slice_396000_398000	0
NC_000964.3|slice_397000_399000	0
NC_000964.3|slice_398000_400000	0
NC_000964.3|slice_399000_401000	0
NC_000964.3|slice_400000_402000	0
NC_000964.3|slice_401000_403000	0
NC_000964.3|slice_402000_404000	0
NC_000964.3|slice_403000_405000	0
NC_000964.3|slice_404000_406000	0
NC_000964.3|slice_405000_407000	0
NC_000964.3|slice_406000_408000	0
NC_000964.3|slice_407000_409000	0
NC_000964.3|slice_408000_410000	0
NC_000964.3|slice_409000_411000	0
NC_000964.3|slice_410000_412000	0
NC_000964.3|slice_411000_413000	0
NC_000964.3|slice_412000_414000	0
NC_000964.3|slice_413000_415000	0
NC_000964.3|slice_414000_416000	0
NC_000964.3|slice_415000_417000	0
NC_000964.3|slice_416000_418000	0
NC_000964.3|slice_417000_419000	0
NC_000964.3|slice_418000_420000	0
NC_000964.3|slice_419000_421000	0
NC_000964.3|slice_420000_422000	0
NC_000964.3|slice_421000_423000	0
NC_000964.3|slice_422000_424000	0
NC_000964.3|slice_423000_425000	0
NC_000964.3|slice_424000_426000	0
NC_000964.3|slice_425000_427000	0
NC_000964.3|slice_426000_428000	0
NC_000964.3|slice_427000_429000	0
NC_000964.3|slice_428000_430000	0
NC_000964.3|slice_429000_431000	0
NC_000964.3|slice_430000_432000	0
NC_000964.3|slice_431000_433000	0
NC_000964.3|slice_432000_434000	0
NC_000964.3|slice_433000_435000	0
NC_000964.3|slice_434000_436000	0
NC_000964.3|slice_435000_437000	0
NC_000964.3|slice_436000_438000	0
NC_000964.3|slice_437000_439000	0
NC_000964.3|slice_438000_440000	0
NC_000964.3|slice_439000_441000	0
